no,Replicate,id,j,a,b,c,z,x1,x2,x3,E,y,
5,9,1,6220,0.24996,0.72564,0.07855,-1.50447,19.99830,39.02560,13.14190,-601.69000,-344.54000,
6,9,1,9652,0.14868,0.92545,0.18713,-0.03083,15.94740,47.01820,17.48500,-7.84000,221.14000,
7,9,1,10022,0.66621,0.88719,0.80711,0.71644,36.64830,45.48770,42.28460,962.25000,1421.51000,
8,9,1,10534,0.88026,0.67456,0.43745,-0.58361,45.21060,36.98230,27.49810,-1192.90000,-671.31000,
9,9,1,13540,0.72277,0.61370,0.17128,1.19304,38.91100,34.54780,16.85140,1806.34000,2251.85000,
10,9,1,13771,0.82475,0.63472,0.67277,-1.49736,42.99010,35.38860,36.91070,-2767.34000,-2260.14000,
11,9,1,18148,0.73719,0.81180,0.83627,1.12230,39.48750,42.47190,43.45060,1749.96000,2235.76000,
12,9,1,19421,0.57468,0.43706,0.08852,0.88251,32.98700,27.48260,13.54080,960.30000,1336.19000,
13,9,1,20383,0.65367,0.33873,0.16614,0.13401,36.14660,23.54910,16.64550,175.09000,581.75000,
14,9,1,23975,0.93163,0.25932,0.21522,0.56397,47.26520,20.37280,18.60880,1259.92000,1776.55000,
15,9,1,25561,0.73124,0.90799,0.41732,0.04527,39.24960,46.31950,26.69280,69.74000,540.25000,
16,9,1,25785,0.37122,0.27390,0.79971,-1.24695,24.84860,20.95610,41.98820,-769.93000,-453.50000,
17,9,1,26144,0.52426,0.55576,0.70061,-0.64703,30.97040,32.23050,38.02440,-620.61000,-235.65000,
18,9,1,34494,0.51056,0.55057,0.96872,0.01267,30.42250,32.02290,48.74870,11.73000,401.72000,
19,9,1,37424,0.59536,0.53009,0.97709,-0.91971,33.81430,31.20340,49.08350,-1051.61000,-628.18000,
20,9,1,39107,0.60443,0.89239,0.26453,-0.46312,34.17730,45.69570,20.58120,-540.96000,-127.91000,
21,9,1,39749,0.97320,0.44135,0.65788,0.21226,48.92810,27.65400,36.31510,508.15000,1066.40000,
22,9,1,42166,0.87855,0.35787,0.65747,1.93014,45.14200,24.31480,36.29880,3933.25000,4450.28000,
23,9,1,43358,0.09323,0.21770,0.95101,1.58854,13.72910,18.70810,48.04050,299.42000,508.46000,
24,9,1,44193,0.45513,0.96737,0.12769,0.28100,28.20510,48.69480,15.10770,223.55000,574.40000,
25,9,1,44257,0.87899,0.65396,0.96843,0.62711,45.15950,36.15830,48.73710,1278.91000,1820.40000,
26,9,1,44470,0.96084,0.92311,0.61062,1.17652,48.43340,46.92450,34.42470,2759.89000,3330.57000,
27,9,1,44633,0.09172,0.27790,0.30435,0.22273,13.66870,21.11610,22.17390,41.61000,226.59000,
28,9,1,47904,0.62975,0.91363,0.84014,1.17740,35.18990,46.54500,43.60550,1458.01000,1905.06000,
29,9,1,48495,0.36241,0.86662,0.01674,0.36081,24.49650,44.66480,10.66970,216.52000,521.82000,
30,9,1,49174,0.13464,0.61635,0.52550,-0.90891,15.38560,34.65420,31.01990,-215.16000,9.37000,
1,10,1,226,0.60987,0.29066,0.71636,0.08549,34.39480,21.62650,38.65450,101.13000,510.36000,
2,10,1,316,0.25129,0.46759,0.25266,0.80849,20.05160,28.70380,20.10620,325.07000,579.39000,
3,10,1,3490,0.97257,0.05065,0.01201,1.40602,48.90270,12.02590,10.48050,3362.47000,3879.00000,
4,10,1,5209,0.82463,0.17399,0.82579,-1.29364,42.98500,16.95940,43.03170,-2390.27000,-1895.43000,
5,10,1,7120,0.88011,0.40443,0.63961,1.03502,45.20440,26.17740,35.58430,2115.00000,2633.81000,
6,10,1,8274,0.21588,0.09790,0.67832,-0.04033,18.63530,13.91590,37.13290,-14.01000,228.40000,
7,10,1,10193,0.26124,0.11175,0.31173,-0.31266,20.44940,14.47010,22.46930,-130.75000,115.69000,
8,10,1,10250,0.24166,0.07548,0.48580,0.32971,19.66640,13.01930,29.43190,127.52000,371.64000,
9,10,1,12374,0.30210,0.41020,0.45197,-0.25925,22.08410,26.40790,28.07870,-126.44000,153.89000,
10,10,1,17511,0.27888,0.92054,0.47278,-0.42681,21.15520,46.82160,28.91110,-191.01000,101.27000,
11,10,1,20217,0.23919,0.57719,0.11683,0.58097,19.56750,33.08740,14.67340,222.45000,470.88000,
12,10,1,22431,0.56672,0.88876,0.55764,1.25363,32.66900,45.55040,32.30570,1337.95000,1747.50000,
13,10,1,22818,0.86575,0.90775,0.04620,0.29814,44.63000,46.31010,11.84800,593.85000,1103.31000,
14,10,1,23346,0.74773,0.25640,0.12082,1.60439,39.90930,20.25580,14.83280,2555.41000,2994.59000,
15,10,1,24641,0.86033,0.95951,0.52480,-1.67047,44.41320,48.38020,30.99210,-3295.05000,-2766.54000,
16,10,1,27789,0.61331,0.06269,0.12235,0.96355,34.53240,12.50760,14.89400,1149.02000,1526.75000,
17,10,1,27958,0.77274,0.38095,0.67212,-0.25574,40.90980,25.23800,36.88500,-428.01000,48.21000,
18,10,1,31622,0.01053,0.62495,0.23962,-1.31187,10.42130,34.99790,19.58470,-142.47000,21.32000,
19,10,1,32286,0.95022,0.55061,0.47983,-0.73717,48.00860,32.02420,29.19330,-1699.05000,-1152.75000,
20,10,1,34823,0.86930,0.98394,0.31587,0.16633,44.77200,49.35760,22.63480,333.42000,858.13000,
21,10,1,36672,0.58379,0.85549,0.27208,-0.34042,33.35140,44.21960,20.88320,-378.65000,24.96000,
22,10,1,41422,0.38570,0.06175,0.02647,-0.05701,25.42800,12.47010,11.05870,-36.86000,245.94000,
23,10,1,41970,0.96212,0.00005,0.43095,-1.26100,48.48480,10.00200,27.23780,-2964.33000,-2437.24000,
24,10,1,42950,0.78411,0.45654,0.72919,1.55336,41.36460,28.26160,39.16740,2657.84000,3143.91000,
25,10,1,43322,0.82135,0.13080,0.97783,0.08046,42.85410,15.23200,49.11330,147.76000,645.65000,
26,10,1,44836,0.50423,0.27189,0.00250,-0.10893,30.16910,20.87580,10.10000,-99.15000,238.52000,
27,10,1,46710,0.00548,0.96087,0.23796,-0.55001,10.21930,48.43480,19.51820,-57.44000,117.71000,
28,10,1,47131,0.75450,0.39583,0.52444,-0.82668,40.17990,25.83340,30.97750,-1334.61000,-871.01000,
29,10,1,48329,0.17550,0.33817,0.91477,-0.87254,17.01990,23.52680,46.59100,-252.75000,-7.44000,
30,10,1,48590,0.47070,0.68178,0.69425,1.55257,28.82790,37.27110,37.76980,1290.26000,1658.58000,
1,11,1,372,0.02868,0.70770,0.55141,-2.04730,11.14700,38.30800,32.05660,-254.39000,-67.56000,
2,11,1,2747,0.49649,0.37368,0.59784,-1.30037,29.85970,24.94720,33.91350,-1159.41000,-796.95000,
3,11,1,5660,0.74674,0.49374,0.39870,-1.36593,39.86960,29.74970,25.94780,-2171.26000,-1711.87000,
4,11,1,5875,0.99284,0.68883,0.78216,1.14104,49.71340,37.55330,41.28620,2819.99000,3400.96000,
5,11,1,6412,0.77242,0.24641,0.64864,1.51005,40.89670,19.85620,35.94560,2525.62000,2995.39000,
6,11,1,10594,0.79180,0.61766,0.13404,-1.46096,41.67210,34.70640,15.36140,-2537.05000,-2065.26000,
7,11,1,10667,0.89202,0.29886,0.39105,1.62200,45.68090,21.95460,25.64200,3384.71000,3894.12000,
8,11,1,13921,0.95253,0.48408,0.30110,-0.47241,48.10120,29.36320,22.04390,-1093.02000,-555.60000,
9,11,1,16232,0.05713,0.28273,0.27208,0.62655,12.28520,21.30930,20.88310,94.56000,264.61000,
10,11,1,18929,0.76604,0.80689,0.94376,-0.16759,40.64150,42.27580,47.75040,-276.81000,224.63000,
11,11,1,21937,0.71761,0.49369,0.83020,-0.56683,38.70420,29.74760,43.20800,-849.13000,-384.13000,
12,11,1,22790,0.10317,0.60629,0.33167,0.18068,14.12700,34.25150,23.26680,36.06000,239.85000,
13,11,1,22871,0.80029,0.20592,0.04666,1.60487,42.01150,18.23660,11.86640,2832.54000,3287.76000,
14,11,1,23325,0.18959,0.63738,0.42509,-0.65338,17.58360,35.49530,27.00360,-202.01000,41.32000,
15,11,1,25227,0.56089,0.21127,0.91479,1.20097,32.43570,18.45060,46.59160,1263.51000,1657.91000,
16,11,1,26021,0.77172,0.96324,0.56315,-0.64213,40.86880,48.52950,32.52610,-1072.52000,-577.78000,
17,11,1,27050,0.09776,0.41788,0.99736,-0.92912,13.91050,26.71530,49.89460,-179.79000,40.93000,
18,11,1,27095,0.69376,0.27105,0.08504,-1.77263,37.75040,20.84220,13.40170,-2526.16000,-2109.42000,
19,11,1,30248,0.15383,0.95062,0.43301,3.26406,16.15320,48.02460,27.32050,851.67000,1093.55000,
20,11,1,32502,0.76447,0.74461,0.48718,0.39099,40.57860,39.78430,29.48700,643.81000,1123.86000,
21,11,1,33304,0.49902,0.42986,0.76578,0.27286,29.96100,27.19440,40.63130,244.93000,617.37000,
22,11,1,34588,0.59629,0.71307,0.78022,1.01269,33.85140,38.52280,41.20880,1160.46000,1583.70000,
23,11,1,42961,0.11970,0.86835,0.36623,-0.71205,14.78800,44.73390,24.64940,-155.71000,66.55000,
24,11,1,43609,0.41186,0.57088,0.59630,-0.79455,26.47450,32.83510,33.85190,-556.90000,-220.46000,
25,11,1,45365,0.13051,0.10102,0.32280,-0.41176,15.22030,14.04090,22.91190,-95.39000,98.77000,
26,11,1,45444,0.84886,0.46999,0.90324,-1.42370,43.95440,28.79970,46.12950,-2750.57000,-2231.10000,
27,11,1,45695,0.91017,0.11665,0.04408,-0.53387,46.40680,14.66610,11.76330,-1149.73000,-654.24000,
28,11,1,46449,0.43104,0.77319,0.01952,-0.38262,27.24160,40.92750,10.78080,-283.94000,45.18000,
29,11,1,46763,0.77639,0.00822,0.36623,-0.01926,41.05550,10.32890,24.64910,-32.46000,418.07000,
30,11,1,49885,0.01135,0.75156,0.75011,-0.71297,10.45390,40.06240,40.00450,-77.92000,111.69000,
1,12,1,2959,0.24434,0.88608,0.60561,1.50559,19.77370,45.44330,34.22420,588.69000,871.09000,
2,12,1,3246,0.70868,0.84645,0.89154,-0.36598,38.34740,43.85820,45.66150,-538.18000,-60.19000,
3,12,1,4386,0.89657,0.95641,0.19644,-1.27562,45.86270,48.25640,17.85770,-2683.12000,-2153.38000,
4,12,1,6229,0.13893,0.43706,0.17739,-0.08025,15.55730,27.48230,17.09580,-19.42000,185.73000,
5,12,1,7212,0.32904,0.98308,0.58961,-0.79919,23.16150,49.32330,33.58450,-428.73000,-109.21000,
6,12,1,7645,0.38050,0.74291,0.04954,2.47907,25.22000,39.71640,11.98160,1576.81000,1885.71000,
7,12,1,8060,0.99281,0.21028,0.10635,0.19885,49.71220,18.41120,14.25380,491.43000,1026.21000,
8,12,1,10255,0.02610,0.33873,0.22255,0.03645,11.04400,23.54920,18.90180,4.45000,162.34000,
9,12,1,10530,0.03411,0.20141,0.93252,-0.67037,11.36430,18.05640,47.30060,-86.58000,97.42000,
10,12,1,12098,0.18241,0.15556,0.63982,0.72855,17.29620,16.22220,35.59300,217.95000,447.73000,
11,12,1,12996,0.82732,0.68201,0.33549,1.36082,43.09290,37.28050,23.41960,2527.05000,3023.68000,
12,12,1,13825,0.09704,0.82693,0.50842,-0.29405,13.88170,43.07710,30.33680,-56.66000,160.57000,
13,12,1,15619,0.12789,0.46323,0.76223,0.86427,15.11540,28.52920,40.48900,197.46000,422.64000,
14,12,1,16837,0.36719,0.97258,0.23360,-0.40630,24.68750,48.90310,19.34400,-247.63000,72.49000,
15,12,1,16898,0.28481,0.12091,0.34873,-0.69618,21.39230,14.83640,23.94920,-318.60000,-60.89000,
16,12,1,17905,0.42104,0.69367,0.89483,0.48425,26.84180,37.74660,45.79320,348.90000,705.85000,
17,12,1,18024,0.51995,0.52073,0.29027,-0.68132,30.79810,30.82930,21.61090,-646.25000,-280.83000,
18,12,1,20273,0.92844,0.31055,0.83866,-1.03206,47.13770,22.42210,43.54660,-2293.20000,-1750.85000,
19,12,1,20298,0.10196,0.49808,0.12185,-1.23252,14.07860,29.92300,14.87410,-244.29000,-53.71000,
20,12,1,21743,0.97171,0.24580,0.62368,0.34146,48.86860,19.83210,34.94710,815.45000,1363.91000,
21,12,1,21939,0.81310,0.12548,0.61650,-0.15568,42.52400,15.01910,34.66010,-281.51000,198.41000,
22,12,1,22763,0.50168,0.24215,0.22904,-0.27966,30.06720,19.68610,19.16170,-252.82000,91.70000,
23,12,1,24663,0.63986,0.11629,0.84622,0.18804,35.59430,14.65180,43.84860,238.24000,657.68000,
24,12,1,27666,0.11959,0.56426,0.21595,0.29011,14.78360,32.57020,18.63810,63.40000,267.45000,
25,12,1,28433,0.56503,0.86913,0.55768,-1.31003,32.60120,44.76520,32.30700,-1392.35000,-984.27000,
26,12,1,31114,0.71825,0.60184,0.10325,0.12135,38.73020,34.07350,14.13010,182.02000,622.53000,
27,12,1,31502,0.40186,0.94969,0.72498,-1.38996,26.07430,47.98750,38.99920,-944.99000,-592.26000,
28,12,1,34206,0.86743,0.66005,0.10250,-0.76397,44.69720,36.40220,14.10000,-1526.28000,-1023.81000,
29,12,1,43731,0.89081,0.45651,0.93568,-0.17012,45.63220,28.26050,47.42710,-354.23000,182.78000,
30,12,1,45596,0.43238,0.30104,0.36834,-0.63783,27.29520,22.04160,24.73380,-475.20000,-150.48000,
1,13,1,1549,0.22778,0.60620,0.86235,-1.63667,19.11130,34.24790,44.49390,-597.78000,-322.93000,
2,13,1,4069,0.70291,0.39950,0.84987,-0.18773,38.11640,25.98000,43.99470,-272.74000,183.40000,
3,13,1,8633,0.87125,0.82589,0.63920,0.63941,44.85010,43.03560,35.56800,1286.20000,1818.30000,
4,13,1,9155,0.56745,0.18175,0.08348,-1.13727,32.69810,17.27020,13.33940,-1215.93000,-853.33000,
5,13,1,9925,0.57828,0.48649,0.93180,0.12008,33.13100,29.45980,47.27180,131.80000,544.84000,
6,13,1,12321,0.07747,0.05618,0.53632,-1.36314,13.09880,12.24700,31.45270,-233.89000,-54.20000,
7,13,1,12345,0.63443,0.55701,0.54228,-2.33851,35.37720,32.28040,31.69120,-2926.75000,-2504.00000,
8,13,1,13088,0.74871,0.32980,0.35490,0.32846,39.94840,23.19220,24.19610,524.19000,976.06000,
9,13,1,14115,0.55730,0.92470,0.17512,-1.48909,32.29200,46.98780,17.00470,-1552.79000,-1160.87000,
10,13,1,16896,0.05320,0.45909,0.26377,0.79654,12.12790,28.36370,20.55090,117.16000,292.35000,
11,13,1,18948,0.53664,0.76674,0.88892,-0.07365,31.46540,40.66970,45.55660,-72.92000,332.96000,
12,13,1,19153,0.27246,0.94977,0.36053,0.10659,20.89850,47.99080,24.42130,46.55000,332.95000,
13,13,1,19262,0.79513,0.65040,0.51469,0.45915,41.80540,36.01580,30.58780,802.46000,1292.12000,
14,13,1,21493,0.37692,0.86824,0.01579,0.16353,25.07680,44.72970,10.63170,102.84000,413.97000,
15,13,1,23916,0.74462,0.74906,0.15809,0.48517,39.78470,39.96250,16.32350,767.94000,1227.07000,
16,13,1,24592,0.05924,0.21733,0.71968,0.78506,12.36950,18.69340,38.78710,120.12000,306.29000,
17,13,1,24961,0.32608,0.76151,0.06331,1.07375,23.04330,40.46050,12.53250,570.15000,858.58000,
18,13,1,25464,0.10023,0.10825,0.74895,0.52301,14.00920,14.33000,39.95810,102.65000,302.03000,
19,13,1,29257,0.56137,0.89282,0.91405,0.65925,32.45490,45.71300,46.56190,694.41000,1116.23000,
20,13,1,29534,0.52165,0.36657,0.73318,1.22386,30.86620,24.66290,39.32720,1166.00000,1543.65000,
21,13,1,30217,0.58546,0.23409,0.09377,-1.56600,33.41830,19.36380,13.75100,-1748.88000,-1376.58000,
22,13,1,31559,0.42184,0.66952,0.35199,0.38741,26.87340,36.78070,24.07950,279.78000,614.38000,
23,13,1,31597,0.94245,0.17329,0.48017,1.68897,47.69820,16.93160,29.20680,3842.61000,4370.73000,
24,13,1,35310,0.85303,0.57020,0.36651,-1.27954,44.12100,32.80790,24.66030,-2490.84000,-1987.17000,
25,13,1,35377,0.70921,0.44104,0.99346,1.13191,38.36830,27.64180,49.73840,1666.31000,2132.37000,
26,13,1,36731,0.48472,0.44389,0.19387,-0.27792,29.38870,27.75570,17.75500,-240.04000,104.36000,
27,13,1,39327,0.26579,0.82281,0.87989,1.93358,20.63150,42.91230,45.19550,823.04000,1122.47000,
28,13,1,47324,0.83517,0.87622,0.19387,-0.73188,43.40680,45.04890,17.75480,-1378.97000,-877.10000,
29,13,1,48680,0.67372,0.30631,0.24281,-2.07919,36.94890,22.25250,19.71250,-2838.55000,-2422.10000,
30,13,1,49280,0.98732,0.84915,0.84070,0.85653,49.49280,43.96620,43.62800,2098.11000,2685.63000,
1,14,1,1764,0.01500,0.60265,0.39609,-1.12407,10.60000,34.10600,25.84380,-126.30000,44.65000,
2,14,1,3133,0.56903,0.06587,0.00079,-0.03379,32.76130,12.63470,10.03160,-36.26000,319.02000,
3,14,1,7200,0.48867,0.35102,0.16478,0.11523,29.54690,24.04100,16.59100,100.60000,441.70000,
4,14,1,11095,0.42121,0.62098,0.44309,-0.93816,26.84860,34.83910,27.72350,-676.27000,-340.22000,
5,14,1,11283,0.99898,0.84206,0.43482,1.63906,49.95940,43.68240,27.39300,4091.00000,4666.67000,
6,14,1,12625,0.03624,0.04512,0.51896,0.84076,11.44980,11.80490,30.75850,110.22000,272.28000,
7,14,1,13255,0.72049,0.16074,0.20365,0.15041,38.81980,16.42960,18.14600,226.67000,654.44000,
8,14,1,13939,0.59375,0.65493,0.33629,-2.43909,33.75010,36.19720,23.45160,-2778.30000,-2376.15000,
9,14,1,15179,0.54878,0.01038,0.24675,1.31535,31.95110,10.41520,19.87020,1342.81000,1697.61000,
10,14,1,19249,0.57398,0.60874,0.80656,-0.58212,32.95910,34.34960,42.26230,-632.36000,-221.15000,
11,14,1,19391,0.27751,0.73122,0.16348,-0.66162,21.10040,39.24860,16.53910,-294.57000,-22.78000,
12,14,1,19600,0.86179,0.67380,0.38530,1.79567,44.47160,36.95220,25.41210,3551.34000,4063.42000,
13,14,1,20414,0.88979,0.73039,0.29862,-1.27806,45.59160,39.21540,21.94490,-2656.56000,-2134.48000,
14,14,1,21715,0.04251,0.32880,0.62465,1.14471,11.70020,23.15200,34.98580,156.70000,336.84000,
15,14,1,24273,0.56897,0.80516,0.18711,1.77993,32.75880,42.20640,17.48450,1910.11000,2302.39000,
16,14,1,25745,0.86490,0.80617,0.81980,-0.58612,44.59590,42.24690,42.79200,-1165.67000,-629.67000,
17,14,1,37648,0.89021,0.86248,0.72167,1.51458,45.60840,44.49930,38.86690,3150.52000,3694.97000,
18,14,1,38738,0.64319,0.63909,0.73756,0.10625,35.72750,35.56350,39.50230,135.62000,572.96000,
19,14,1,40390,0.29771,0.90833,0.50861,0.24629,21.90860,46.33320,30.34420,118.22000,418.98000,
20,14,1,40420,0.80593,0.16169,0.96019,0.31118,42.23720,16.46760,48.40750,555.14000,1047.38000,
21,14,1,40552,0.58815,0.98909,0.66228,1.59395,33.52590,49.56340,36.49110,1791.58000,2217.89000,
22,14,1,40797,0.97675,0.81415,0.31858,-0.15424,49.07000,42.56580,22.74320,-371.39000,189.62000,
23,14,1,42139,0.16406,0.39691,0.57625,0.10513,16.56250,25.87660,33.05010,28.84000,258.39000,
24,14,1,44258,0.78458,0.72139,0.51706,-0.08750,41.38300,38.85550,30.68240,-149.86000,338.51000,
25,14,1,44470,0.96084,0.92311,0.61062,1.17652,48.43340,46.92450,34.42470,2759.89000,3330.57000,
26,14,1,45855,0.23679,0.80303,0.90423,-1.38130,19.47160,42.12120,46.16920,-523.71000,-235.71000,
27,14,1,46185,0.09064,0.77717,0.79961,-0.95555,13.62560,41.08670,41.98440,-177.41000,46.92000,
28,14,1,48163,0.54247,0.11113,0.06665,-0.42582,31.69870,14.44510,12.66580,-427.87000,-78.77000,
29,14,1,49407,0.45238,0.74789,0.02176,-1.81409,28.09540,39.91570,10.87040,-1431.95000,-1095.21000,
30,14,1,49742,0.76513,0.31936,0.56931,-1.40293,40.60530,22.77430,32.77230,-2313.13000,-1846.53000,
1,15,1,4443,0.33745,0.80175,0.26284,1.73159,23.49800,42.07020,20.51350,956.11000,1258.67000,
2,15,1,4892,0.68267,0.12548,0.07687,-0.14216,37.30680,15.01910,13.07500,-197.86000,208.30000,
3,15,1,7133,0.20134,0.10185,0.75695,-2.41857,18.05360,14.07390,40.27780,-788.29000,-548.41000,
4,15,1,12308,0.67517,0.52010,0.49085,-0.70672,37.00670,30.80420,29.63400,-967.85000,-532.34000,
5,15,1,14196,0.99429,0.53472,0.81861,0.91270,49.77180,31.38890,42.74450,2260.97000,2837.82000,
6,15,1,14673,0.48732,0.24902,0.56481,-0.06898,29.49290,19.96100,32.59220,-60.00000,292.48000,
7,15,1,14945,0.81447,0.56508,0.36593,-0.18089,42.57870,32.60330,24.63730,-327.94000,160.08000,
8,15,1,16769,0.35249,0.07094,0.86701,-0.89788,24.09940,12.83760,44.68040,-521.47000,-217.96000,
9,15,1,18288,0.46301,0.23077,0.97520,-0.30687,28.52030,19.23070,49.00820,-249.61000,108.83000,
10,15,1,22225,0.03987,0.82536,0.43512,-2.01141,11.59490,43.01460,27.40460,-270.42000,-79.05000,
11,15,1,22733,0.21432,0.92499,0.53153,1.35892,18.57270,46.99950,31.26130,468.75000,737.74000,
12,15,1,24034,0.56473,0.29887,0.25382,0.92066,32.58920,21.95470,20.15260,977.80000,1350.80000,
13,15,1,27046,0.96695,0.33088,0.91384,-0.90657,48.67780,23.23500,46.55350,-2148.14000,-1586.57000,
14,15,1,28081,0.13317,0.74615,0.84143,1.22903,15.32690,39.84590,43.65730,288.72000,530.49000,
15,15,1,29247,0.16961,0.14583,0.63056,-0.81877,16.78460,15.83320,35.22240,-230.67000,-6.77000,
16,15,1,29798,0.41027,0.89977,0.53882,-0.69527,26.41080,45.99090,31.55280,-484.97000,-138.32000,
17,15,1,30058,0.43451,0.88514,0.37063,-1.87376,27.38030,45.40540,24.82520,-1404.72000,-1055.69000,
18,15,1,30588,0.43420,0.33124,0.20650,0.16715,27.36790,23.24950,18.25990,125.19000,445.38000,
19,15,1,34921,0.65114,0.04223,0.38908,-0.54864,36.04540,11.68900,25.56340,-712.84000,-310.13000,
20,15,1,35591,0.25716,0.53157,0.50073,-2.05776,20.28650,31.26280,30.02930,-846.85000,-577.69000,
21,15,1,36233,0.50998,0.25645,0.30604,-0.00379,30.39900,20.25800,22.24160,-3.50000,347.99000,
22,15,1,37314,0.03914,0.98766,0.62712,-2.20645,11.56560,49.50660,35.08480,-295.14000,-89.89000,
23,15,1,37955,0.99368,0.56324,0.05679,-1.04351,49.74700,32.52950,12.27170,-2582.44000,-2035.17000,
24,15,1,38025,0.68517,0.08789,0.06914,0.61741,37.40670,13.51570,12.76570,863.92000,1269.26000,
25,15,1,41895,0.71429,0.16634,0.14529,-0.62198,38.57170,16.65350,15.81140,-925.36000,-502.18000,
26,15,1,44087,0.47250,0.85444,0.76020,0.00909,28.90000,44.17770,40.40780,7.59000,386.18000,
27,15,1,46600,0.12431,0.58844,0.06227,0.54534,14.97220,33.53750,12.49070,122.25000,323.00000,
28,15,1,46918,0.76090,0.11715,0.58001,0.28293,40.43590,14.68600,33.20050,462.60000,919.85000,
29,15,1,47470,0.33037,0.29209,0.17566,-0.05830,23.21490,21.68360,17.02650,-31.42000,244.44000,
30,15,1,47497,0.52574,0.04512,0.12883,1.11341,31.02960,11.80470,15.15340,1072.03000,1414.28000,
1,16,1,6285,0.71291,0.03600,0.80192,1.61289,38.51640,11.44000,42.07680,2392.75000,2836.43000,
2,16,1,9196,0.26232,0.17641,0.29643,0.75175,20.49300,17.05660,21.85700,315.71000,564.55000,
3,16,1,10638,0.29237,0.60704,0.88634,-3.26878,21.69470,34.28170,45.45360,-1538.49000,-1236.81000,
4,16,1,14023,0.72480,0.01479,0.71796,-0.71889,38.99200,10.59150,38.71840,-1092.98000,-648.75000,
5,16,1,15223,0.21464,0.29585,0.12807,0.07563,18.58550,21.83410,15.12300,26.13000,253.94000,
6,16,1,16296,0.29110,0.26060,0.60194,-0.93975,21.64400,20.42400,34.07750,-440.24000,-164.30000,
7,16,1,19616,0.63782,0.10726,0.14520,-1.90208,35.51280,14.29020,15.80800,-2398.83000,-2008.60000,
8,16,1,19732,0.50372,0.64518,0.61542,0.90517,30.14890,35.80720,34.61660,822.76000,1199.67000,
9,16,1,20315,0.73832,0.70851,0.24018,1.33444,39.53260,38.34050,19.60720,2085.50000,2543.78000,
10,16,1,22639,0.15348,0.66918,0.55715,-1.25688,16.13920,36.76710,32.28610,-327.38000,-91.94000,
11,16,1,24287,0.86374,0.38091,0.88230,-0.78027,44.54950,25.23620,45.29190,-1548.57000,-1027.54000,
12,16,1,24942,0.99108,0.76031,0.86028,-0.18638,49.64330,40.41220,44.41130,-459.33000,126.93000,
13,16,1,28654,0.60016,0.67145,0.40690,1.73842,34.00650,36.85780,26.27590,2010.39000,2418.58000,
14,16,1,31610,0.11383,0.45394,0.16889,0.18385,14.55310,28.15740,16.75560,38.94000,234.38000,
15,16,1,35015,0.47590,0.56660,0.12641,0.96841,29.03610,32.66410,15.05620,816.47000,1159.55000,
16,16,1,37446,0.15135,0.00538,0.32368,-0.30974,16.05390,10.21530,22.94740,-79.83000,118.87000,
17,16,1,37550,0.20557,0.17647,0.51873,0.65669,18.22280,17.05900,30.74910,218.07000,453.10000,
18,16,1,37803,0.23353,0.13866,0.43136,0.76738,19.34120,15.54650,27.25420,287.06000,528.27000,
19,16,1,38031,0.54757,0.38465,0.27430,1.67666,31.90280,25.38590,20.97210,1706.48000,2076.87000,
20,16,1,38616,0.94326,0.27338,0.35084,-0.83876,47.73040,20.93500,24.03360,-1910.85000,-1383.58000,
